,0,1,2,3,4,5,6,7,8,9,10
0,5,150,nn,identity,5,0.9805277865240235,0.49909792055734864,1.134070509220206,2.2395642371088442,0.5449834215619856,0.9548912619739013
1,5,159,nn,identity,5,0.9391228468332781,-3.8378936777601265,3.302713630475727,17.839089196579767,1.2337002696074468,1.4483060191320798
2,5,168,nn,identity,5,0.9754462231632575,0.6254710405731275,0.5220863806791537,0.34310516607377145,0.28210420771672945,0.28130231077390916
3,5,177,nn,identity,5,0.9574872018506116,-0.26718478837724824,1.1058915675240788,1.8212377868616632,0.4676305212472653,0.8072726773380655
4,5,186,nn,identity,5,0.9867931053264986,0.25155140600930265,0.3861657357210708,0.20397556213253784,0.12558624300399113,0.12406808486500427
5,5,195,nn,identity,5,0.9831036084313075,-3.212209966790928,0.30778070357192105,0.13474855406213135,0.11972107832275232,0.11816262652606942
6,5,204,nn,identity,5,0.9811021201935847,-46.691804192578424,0.20856515571160092,0.05565039581947386,0.10045255010299041,0.09469857020219075
7,5,213,nn,identity,5,0.9859143336249159,-52.447905296623446,0.190283351676663,0.06073950292997046,0.13657728502400082,0.1251103497680933
8,5,150,nn,relu,5,0.9755562504929594,-8.619454285832425,0.8348833086178166,0.9691069968736049,0.35899497485412585,0.3640162066892903
9,5,159,nn,relu,5,0.9580550346377752,-0.29906731635444966,1.3556541384583467,2.833913010286778,0.6873574495370579,1.343000492493023
10,5,168,nn,relu,5,0.9838413355535028,-0.41082665077965297,0.7709578825901917,0.8992179467627098,0.45050937473134756,0.6868666465967982
11,5,177,nn,relu,5,0.982169814245278,0.3739050901076438,0.42659367210479915,0.27409300194783986,0.13565206015082285,0.14278422801558405
12,5,186,nn,relu,5,0.8366057121421658,-29.89097564570567,2.1613719569407923,4.913375154511323,1.1334556108220157,19.07735641441712
13,5,195,nn,relu,5,0.9779500565762168,-34.851435689613005,1.2609088828048838,2.43059795299729,0.7977606474215705,6.298936305028801
14,5,204,nn,relu,5,0.986213927344138,-66.61129822838298,0.7311590992788006,0.7283870192179114,0.30428574219705157,0.2537630238086086
15,5,213,nn,relu,5,0.9931334440907809,-368.5304097697999,0.27110892918668533,0.10998324144526554,0.19607160398528345,0.22733328901490038
16,5,150,lr,0.002,0,0.9908566600427763,0.8179097570478132,1.0819361131003884,2.0670101769558165,0.5147383175569079,0.8734390282337228
17,5,150,lr,0.003,0,0.9892770024139117,0.8063560012929765,1.0443271962203389,1.9398735360179733,0.4927781467288965,0.8064349655375597
18,5,150,lr,0.004,0,0.9883303291279324,0.8263449457006167,0.9443196275784591,1.5703911303627862,0.4277369029758766,0.5950059507833049
19,5,150,lr,0.006,0,0.9868636602387614,0.8390449183340877,0.8645387148589703,1.2850962818811686,0.3798986551242142,0.47178302992303495
20,5,150,lr,0.02,0,0.9809958112398371,0.8645936521810761,0.8161331717238799,1.1608675186341466,0.3527089582873952,0.4216264131356682
21,5,150,lr,0.03,0,0.9779057014192373,0.8938127714588385,0.8357859551928654,1.2359826413020456,0.3624318873093196,0.4466168304639549
22,5,159,lr,0.002,0,0.9938899141519045,0.8946915209534431,0.48691635629810565,0.4076233934559354,0.20903476379389097,0.254776395351158
23,5,159,lr,0.003,0,0.9922533296215446,0.905287737509202,0.43859791023759803,0.32327146630079606,0.18280700942871056,0.21017297574457441
24,5,159,lr,0.004,0,0.9912812164375052,0.9075672712884698,0.4329674650132314,0.31094534724039247,0.18241748573651329,0.20743270538059225
25,5,159,lr,0.006,0,0.9898144820353404,0.9354920976505942,0.3628898629051139,0.22402255914164595,0.15060585269904989,0.14201956558709497
26,5,159,lr,0.02,0,0.9860755235776759,0.9563371887551738,0.4360994627974848,0.2947610170420231,0.18020776702094757,0.16803799653149468
27,5,159,lr,0.03,0,0.9843282188114576,0.9619012714189868,0.4368489985034769,0.31146329534694317,0.17873637493691708,0.17390721020087588
28,5,168,lr,0.002,0,0.9950776466024122,0.8827382653271156,1.510970954175739,2.9939741026464564,1.257838169223576,13.305650221778384
29,5,168,lr,0.003,0,0.9942980584319626,0.8946026255402039,1.40261322177909,2.6082854682934133,1.146703367497498,18.837575899225868
30,5,168,lr,0.004,0,0.9937782818444504,0.9097449145955934,1.3007747653895134,2.2770955332268152,1.0309279159007254,7.714390709679616
31,5,168,lr,0.006,0,0.993043859880305,0.9209279775891078,1.2192889724781264,2.045792434430323,0.9184824339570467,3.329946159538514
32,5,168,lr,0.02,0,0.9903323655198992,0.9365970697565693,1.0903328454707253,1.7683670950530122,0.7362353298317733,1.8663492444334635
33,5,168,lr,0.03,0,0.9889644064805956,0.9369116155245605,1.0505850085618562,1.669909993456174,0.6878092810704453,1.5968313284963147
34,5,177,lr,0.002,0,0.9952527237956197,0.9309396352284369,0.6090255026500565,0.6778789652633955,0.21019159488177255,0.2611743633602156
35,5,177,lr,0.003,0,0.9948216204408659,0.926122159751257,0.6230639371690623,0.7241936300362019,0.2166950282278631,0.2737072988290524
36,5,177,lr,0.004,0,0.9944037689345882,0.920798456132772,0.640105713791714,0.773965741070039,0.22456400402443755,0.28829366267047624
37,5,177,lr,0.006,0,0.9936735198538956,0.9165334372918984,0.7121018006600041,0.92148755229108,0.25494075472218447,0.3381098675716603
38,5,177,lr,0.02,0,0.9906837976080743,0.9553984706487517,0.9466274085377342,1.365050545803759,0.3535095308671434,0.49258901635123103
39,5,177,lr,0.03,0,0.9888439904119172,0.9549228603178466,1.045945573713833,1.594118766576006,0.398321695755185,0.5684531231702369
40,5,186,lr,0.002,0,0.9967649082923788,0.7997243575547195,0.3124866144526371,0.22567282809446532,0.10897987654975554,0.12332849720532783
41,5,186,lr,0.003,0,0.9963823800298716,0.7865055774279449,0.33554155410056835,0.25435196731216675,0.1183712511585991,0.1350100751443545
42,5,186,lr,0.004,0,0.9962425662075409,0.8029982128315902,0.3463511137240389,0.2613546345005095,0.12208710658853959,0.1393897536528441
43,5,186,lr,0.006,0,0.9959510367403897,0.8357691243365714,0.37586439849234515,0.29307475106925013,0.1329208188385225,0.15318426339111166
44,5,186,lr,0.02,0,0.9938691528824805,0.9376093393159048,0.6960725638774448,0.7095621076964526,0.2556507299035787,0.3149146664022157
45,5,186,lr,0.03,0,0.9930369745415303,0.9401990214613578,0.8196861155121345,0.9711131536349967,0.3107971844450235,0.40324500988106865
46,5,195,lr,0.002,0,0.9977880157012909,0.6130077680693502,0.284987062183716,0.10934847141748893,0.11299517433713994,0.11380877543935791
47,5,195,lr,0.003,0,0.9974009592636771,0.6327970889531914,0.3016907329566911,0.1286800245242459,0.11965577333534123,0.12189149567293156
48,5,195,lr,0.004,0,0.9972960287780602,0.6720584656608817,0.3152745910702942,0.1450458015252542,0.12595267284991427,0.1314906167859569
49,5,195,lr,0.006,0,0.9970932744741878,0.7336959230461145,0.34766932756688806,0.18600138008195718,0.14103730432925868,0.15320148873329106
50,5,195,lr,0.02,0,0.9962481768744524,0.8566082875932549,0.38786159072264353,0.2581007228574982,0.1621193680122455,0.18760946166283873
51,5,195,lr,0.03,0,0.9956064530152804,0.8807957345625521,0.44924860797634003,0.3480600387864188,0.19176328833309672,0.2296764049144091
52,5,204,lr,0.002,0,0.9979105517956969,-2.259748087578954,0.10477458829312279,0.020423912905239136,0.05458160664944933,0.05173095155426962
53,5,204,lr,0.003,0,0.9975323201731671,-1.9804358597694114,0.09008383390288686,0.01572681429623752,0.047413026629903675,0.045155229472031384
54,5,204,lr,0.004,0,0.9974278470870703,-1.7798392528298344,0.08352421630434632,0.013882021963132997,0.04422803046868196,0.04222279263978832
55,5,204,lr,0.006,0,0.9973298247820234,-1.607506489242339,0.0735027062551918,0.011248823163005031,0.039249003163942885,0.03761406280934262
56,5,204,lr,0.02,0,0.9968256701076648,0.08526593874244189,0.10378933717012867,0.01640130075078915,0.05273935098773793,0.054375006201509445
57,5,204,lr,0.03,0,0.9962056259070432,0.7833750418810005,0.14629983134570498,0.043343085873595096,0.07393432237058697,0.0801329176750467
58,5,213,lr,0.002,0,0.9980347566960569,-4.770388376674647,0.1261604626537045,0.04055762580025261,0.09734527262316821,0.08619896693593972
59,5,213,lr,0.003,0,0.9977749777183202,-4.068572554445466,0.09566959936097935,0.022174124882195195,0.0762715522689551,0.06951230144245396
60,5,213,lr,0.004,0,0.9977134600830292,-3.8115562194611226,0.08668472740286372,0.017777339150115163,0.06966332681660255,0.06413557336009068
61,5,213,lr,0.006,0,0.9976298205263577,-3.409393257373599,0.08643426429362304,0.016898846239887248,0.06922571417321496,0.06406460104390162
62,5,213,lr,0.02,0,0.9970540272213956,0.4718170482678046,0.10231882356676981,0.014564134326301782,0.07325105641453557,0.0745011736627524
63,5,213,lr,0.03,0,0.9963418160928025,0.5853619833206153,0.12433934926389072,0.028471772293955307,0.08355687900117047,0.09041538179147497
64,5,150,rr,0.002,0,0.9938106906552839,0.5832479058462979,1.2326300842393734,2.293922957724638,0.6041251647331175,0.9614405906999973
65,5,150,rr,0.003,0,0.9937733030341139,0.581162482651968,1.2445843570871453,2.345476767548995,0.6131420434433572,0.9929784499310547
66,5,150,rr,0.004,0,0.9937387751912938,0.5789339418408018,1.257144649010301,2.39169445755249,0.6224088148823083,1.0232417486267555
67,5,150,rr,0.006,0,0.9936754606718479,0.5738242850802743,1.2774103676446873,2.468747688756485,0.6376293642984443,1.0751765166912999
68,5,150,rr,0.02,0,0.9933165846234205,0.5333916564855031,1.333235727466144,2.69488123388354,0.680642955813337,1.23841790573302
69,5,150,rr,0.03,0,0.9931038729636574,0.5111475111445013,1.3390085483172574,2.7239571471393287,0.6848420712068397,1.2580874873982324
70,5,159,rr,0.002,0,0.9968020921839059,-60.871677211109706,23.66738993579062,650.4838736159053,1.6078581473291103,0.88738173670182
71,5,159,rr,0.003,0,0.9967688648689861,-35.6061372665182,18.277517793818735,386.18548474876167,1.527701129039279,0.8609932163575614
72,5,159,rr,0.004,0,0.9967417801995988,-23.72913944512671,15.06443975375897,261.50369825262305,1.4608185259615472,0.8380604423943941
73,5,159,rr,0.006,0,0.996696157483286,-13.088882772738827,11.396372363166135,149.09581824166025,1.354298868500157,0.7997145697647249
74,5,159,rr,0.02,0,0.9964446223439252,-2.0052132328425665,5.089145984849737,29.822090761837988,0.9978334785013501,0.6526584618770445
75,5,159,rr,0.03,0,0.9962870255645928,-0.9220008785893481,3.927835663992328,17.923890068405644,0.8774133639106099,0.5953566658531116
76,5,168,rr,0.002,0,0.9977115219251368,0.8448863382231152,1.7455241838322475,3.9783702437811654,1.4224339577850713,7.677837409345284
77,5,168,rr,0.003,0,0.9976965921966222,0.8449689123999442,1.7429041203923425,3.9661939431471276,1.4208269523342683,8.019287544822886
78,5,168,rr,0.004,0,0.9976821514054159,0.844871915317141,1.7403808847989748,3.954667622192213,1.4193127826653562,8.452968229107881
79,5,168,rr,0.006,0,0.9976538251895257,0.8443926010081833,1.7356474301262257,3.9332210114864297,1.416610099276723,9.79829583977589
80,5,168,rr,0.02,0,0.9974693174173672,0.8390306871160388,1.7111483905924132,3.8196202679486397,1.4038838165939325,13.987044720698812
81,5,168,rr,0.03,0,0.9973534850227321,0.8355573593538242,1.6990452329202756,3.7609699037199857,1.3991261372618642,25.497349267005177
82,5,177,rr,0.002,0,0.9977083987487406,0.9579619185585176,0.49783006286208104,0.5316863807747366,0.1703046502814982,0.2087862092264475
83,5,177,rr,0.003,0,0.9976941634392981,0.9556539885225414,0.4920489961268295,0.5318366115683774,0.16850834088997882,0.207240545401968
84,5,177,rr,0.004,0,0.9976800643522165,0.9535866952432052,0.4899452324011207,0.5345129203836269,0.16797565068601014,0.2071338455619928
85,5,177,rr,0.006,0,0.997652002264641,0.9499484350898788,0.4906944183306423,0.5426680017578082,0.1685854458204332,0.20876978379409847
86,5,177,rr,0.02,0,0.9974665495589891,0.9319164099518668,0.5158924329712425,0.5939075411345935,0.17878615313090343,0.2247080657334847
87,5,177,rr,0.03,0,0.9973503848504902,0.9221400742616727,0.5263710566606418,0.6142728884541174,0.18294360212970937,0.23111330042749337
88,5,186,rr,0.002,0,0.9986213399779968,0.9185702999822639,0.24537472131138882,0.10098743961879912,0.08206481133578807,0.08570514826476876
89,5,186,rr,0.003,0,0.9986073552664244,0.9164154108101563,0.2446954923949456,0.1013092517579683,0.08187564154722912,0.08555986057165839
90,5,186,rr,0.004,0,0.9985934963131596,0.9142527491751936,0.24436716010735635,0.10167851961701695,0.08179110232880611,0.08552413017420142
91,5,186,rr,0.006,0,0.9985662356428177,0.9100697806794148,0.2443642196271458,0.10252976101569773,0.08181906317780317,0.08565701825846524
92,5,186,rr,0.02,0,0.9983956164798634,0.8866389917669729,0.24888514201648484,0.10800337798853656,0.08333898825814083,0.08779505142903798
93,5,186,rr,0.03,0,0.9982920196510502,0.8736668480681491,0.2515715452624537,0.1106043435853683,0.08421775785747992,0.08895833778273306
94,5,195,rr,0.002,0,0.999162475621746,0.8000056231956935,0.2694124217512452,0.12489365486599739,0.10751748092685677,0.11358697876091604
95,5,195,rr,0.003,0,0.9991508110253383,0.7941563758392816,0.2661572841620466,0.12158001639820919,0.10615518593581091,0.11195712457091923
96,5,195,rr,0.004,0,0.9991392072866306,0.7881418939058108,0.26369056064281476,0.11877989633088497,0.10510941849663573,0.11066829291442298
97,5,195,rr,0.006,0,0.9991163301727569,0.7764209281958951,0.2599743441824143,0.11439521078855197,0.10352781929780845,0.10869110420619658
98,5,195,rr,0.02,0,0.9989758211202493,0.7136770544288193,0.251375694829673,0.10192712301875222,0.0998553030479774,0.10388953492620794
99,5,195,rr,0.03,0,0.9988925352316377,0.6816416889123817,0.2506300710107326,0.09898923438471086,0.09952385772394111,0.10328282364106108
100,5,204,rr,0.002,0,0.9992922252934747,-1.1048960346891865,0.08563820602523879,0.013851109358432924,0.04502103347585742,0.04358114499576765
101,5,204,rr,0.003,0,0.9992816702097134,-1.24260246167066,0.08485881943875134,0.013679014424210378,0.04464316537127722,0.04319497697969806
102,5,204,rr,0.004,0,0.9992710050259737,-1.370531310270099,0.08423919650960736,0.013554801943590723,0.04434581202924376,0.04288599915830605
103,5,204,rr,0.006,0,0.9992498473316948,-1.598279025170818,0.0832732006660709,0.013384422814763227,0.04388759695378841,0.04240320362647382
104,5,204,rr,0.02,0,0.9991238799857122,-2.5876771628089976,0.07983027857580166,0.013011873630055779,0.04228864601780379,0.0406801250320913
105,5,204,rr,0.03,0,0.9990516715931342,-3.003189733411677,0.0785034390434065,0.013046017929926032,0.041688283999245325,0.040011612852981326
106,5,213,rr,0.002,0,0.9993930716106352,-5.034572952033378,0.19336415542980054,0.08771138684786205,0.13788684653252123,0.11803907368545163
107,5,213,rr,0.003,0,0.9993836494930991,-5.513653831694501,0.1978285253884472,0.09002612383905288,0.1404835079608743,0.12026328405990293
108,5,213,rr,0.004,0,0.999374188848556,-5.955656932833466,0.20149241794859965,0.09205179134530171,0.14261358482370806,0.12206962510985053
109,5,213,rr,0.006,0,0.9993556132787295,-6.729933827470396,0.20703348244762476,0.09537583245844243,0.14583851181674654,0.12476643027289201
110,5,213,rr,0.02,0,0.9992469343109655,-9.835117794193666,0.222813494527663,0.10669251865665909,0.15516801902595667,0.13230887299285865
111,5,213,rr,0.03,0,0.9991842077175583,-10.957995477880344,0.22692143231394932,0.1104938822381878,0.157672317234071,0.13421515113978952
112,10,150,nn,identity,5,0.9522149452356062,-17.281686375712216,5.209796511319716,52.3557809463469,1.0480758739341955,1.9444281492087925
113,10,159,nn,identity,5,0.987782752446836,-7.3234458606137025,3.4063983151146275,14.58109313571619,1.462430120733184,1.1261180682106617
114,10,168,nn,identity,5,0.986536936549414,-0.4783837603181067,1.500015092024397,3.325859198585872,0.7611066735820966,2.2402146972332293
115,10,177,nn,identity,5,0.9746500793058476,-0.5288303015313351,0.5667604742592104,0.48263668328160053,0.20198389531184655,0.24151602192819968
116,10,186,nn,identity,5,0.9847014894847907,-6.26127572497768,0.6160177531562535,0.4944283946876969,0.1997754824242295,0.17781659635666622
117,10,195,nn,identity,5,0.9797412049268255,-8.627945960679563,0.49450882859200923,0.328646229152807,0.24642702238322714,0.29845414556612276
118,10,204,nn,identity,5,0.9874491868743563,-24.88782967318362,0.17652526255513154,0.039740329602387964,0.11128013035275709,0.10337924226408031
119,10,150,nn,relu,5,0.9886063400962034,-33.10832726539048,6.427895485104784,63.87254219161676,1.4463128233539804,3.3827395623953507
120,10,159,nn,relu,5,0.9928954010193017,-1.1116297390303955,1.0227712463655665,1.7008884829899902,0.7664447655953518,3.39923362741165
121,10,168,nn,relu,5,0.9911700979927976,-4.919586025568675,1.5816416499512436,2.8694193850473435,0.8447979406360165,1.8795526048071458
122,10,177,nn,relu,5,0.9859601220325834,-1.242630705094004,0.41950862472345934,0.3106921563826351,0.14510569869342257,0.16828020337353902
123,10,186,nn,relu,5,0.9845028043235103,-2.672119742895282,1.0764277669296651,1.6036837989825508,0.5238590159203276,0.9059823614957224
124,10,195,nn,relu,5,0.9909084391173656,-28.074038567305006,1.0051423571529818,1.4377325936984888,0.7340289814085462,28.89545008618968
125,10,204,nn,relu,5,0.9775634054394816,-461.19111256594266,0.5226244558814499,0.3412785769042325,0.34566511390639015,0.41756882041851767
126,10,150,lr,0.002,0,0.9970905722301904,0.38317937491363213,4.292064489295152,27.59198496920533,1.67239617731681,3.5415762163742035
127,10,150,lr,0.003,0,0.9959332430903727,0.45417118283975516,4.171247521266877,23.145100477179156,1.766679675775898,4.477873981771892
128,10,150,lr,0.004,0,0.9946258563627502,0.5587304234208755,3.837163631330236,18.763125018300457,1.7264586808874685,4.797230230597481
129,10,150,lr,0.006,0,0.9928220457565254,0.6609370005763654,3.346965419723,13.788894200711704,1.617243516596643,9.486904802526684
130,10,150,lr,0.02,0,0.9876769353534546,0.8386033269068207,2.2899885683642345,7.148324023105488,1.1486670064191626,30.01380645116831
131,10,150,lr,0.03,0,0.9854534069469066,0.8550675160679294,2.1682670511074895,6.676773373688971,1.0573378449524908,4.136146779229913
132,10,159,lr,0.002,0,0.997326304435641,0.8907081341274163,0.5007228291894815,0.46604566631461747,0.3918555935025492,2.601367683057406
133,10,159,lr,0.003,0,0.9965719274121753,0.8904066518035366,0.48083040900765583,0.423596461356714,0.350370822263117,0.8899192386595809
134,10,159,lr,0.004,0,0.9961193831410645,0.904492375097818,0.47759861398342984,0.4306943206807352,0.35302387350503034,1.022950314034942
135,10,159,lr,0.006,0,0.9954528235511465,0.9210958668245656,0.45300916688087517,0.3919795536539319,0.304950269309942,0.5253626133955632
136,10,159,lr,0.02,0,0.9911514831718876,0.962700707068958,0.4049702212367134,0.2893055502989637,0.23346824735031915,0.26188512497187405
137,10,159,lr,0.03,0,0.9890194498430951,0.9682140122818175,0.41120625977085706,0.2901850530425385,0.23887974806642012,0.25469396355134366
138,10,168,lr,0.002,0,0.9968911558756469,0.8642737471494119,1.1638881577158877,1.9103067616137384,0.5203231808566726,0.8333722092967529
139,10,168,lr,0.003,0,0.9960883018965845,0.8886628990943849,1.2513078299977394,2.1255787821122953,0.5701960949708834,0.937226852315071
140,10,168,lr,0.004,0,0.9954046913285999,0.9049521871460215,1.3068843993798895,2.2810329724010945,0.6017559405980178,1.007069922231393
141,10,168,lr,0.006,0,0.9943408772768887,0.9210811812405625,1.2947612926766163,2.2476320927432765,0.5918582325465785,0.9779624692494119
142,10,168,lr,0.02,0,0.9914871949586574,0.9211350564828974,1.4137899573363601,2.66869594940368,0.6658316910151879,1.202158273378332
143,10,168,lr,0.03,0,0.9892579640779395,0.9144779296675992,1.4504728098077138,2.8560032676739553,0.6920358616717772,1.3467864712116915
144,10,177,lr,0.002,0,0.9974462273405201,0.14739381882529856,0.5432484954838692,0.5240088489607179,0.1560362229179654,0.13949657041322827
145,10,177,lr,0.003,0,0.9971740859353092,0.2580378103483516,0.5025175795514244,0.4578847774369483,0.1447233675435702,0.13067352684778455
146,10,177,lr,0.004,0,0.9968780788430568,0.37456887776393977,0.4442783746554273,0.39656008694124373,0.1273041005631329,0.11603748289805925
147,10,177,lr,0.006,0,0.996267565445661,0.5736671968590134,0.4328384532163076,0.30567349594387,0.12817441634107268,0.12233462553755607
148,10,177,lr,0.02,0,0.9924208455512256,0.9235071470459877,0.5794760910250493,0.5738449271532453,0.19241863381300242,0.22774736754267721
149,10,177,lr,0.03,0,0.9912364028771159,0.9442291945114452,0.7163797419180389,0.861532079437127,0.24799218710819568,0.31230065421083647
150,10,186,lr,0.002,0,0.997770829023848,0.2372468220657021,0.2737189394786637,0.1096618490152688,0.09537755531611815,0.0913907549563824
151,10,186,lr,0.003,0,0.9973891910932112,0.27489344689096246,0.2393605156425732,0.09109889864490388,0.08405275580757776,0.08088215851833251
152,10,186,lr,0.004,0,0.996980694126765,0.3372020975831937,0.20669801932553433,0.07355746035943057,0.07284476530739634,0.07041578047431575
153,10,186,lr,0.006,0,0.9966975996687942,0.4908412830164934,0.18506680249642693,0.055995914345172426,0.06568660630242877,0.06565006005957812
154,10,186,lr,0.02,0,0.9951539266010391,0.8041560935359927,0.32483167165691407,0.16002729923345674,0.12251897188904308,0.13488692801023794
155,10,186,lr,0.03,0,0.9944142414052287,0.8660796441799129,0.4626467234689137,0.2970481537295805,0.1819059488801754,0.20832856498429822
156,10,195,lr,0.002,0,0.9981078325642078,0.05663582977781537,0.3210287439952886,0.12213910423555811,0.153631489239975,0.16944103143077227
157,10,195,lr,0.003,0,0.9976409324739294,0.02791214509821745,0.3149017742819698,0.11661845068403016,0.1504383971857579,0.1654346277224914
158,10,195,lr,0.004,0,0.9972610659526339,0.024745043534869098,0.31886626289998193,0.11971048699146807,0.15369123767070816,0.16969980010187233
159,10,195,lr,0.006,0,0.9971266464976232,0.09707776638323957,0.31272350667632653,0.11495404311927793,0.15024765155944053,0.16543804047503455
160,10,195,lr,0.02,0,0.9965594853583769,0.4806536752308759,0.37470553214501007,0.16586858003282898,0.1823936659603237,0.20520415453076954
161,10,195,lr,0.03,0,0.9959300180484328,0.5729316308504407,0.4527021590428422,0.24514030461676375,0.22490341158869084,0.2610149908896291
162,10,204,lr,0.002,0,0.9983945554317604,-4.429380553125067,0.10255902324054418,0.0255184030495339,0.07069469889979521,0.06493593275917069
163,10,204,lr,0.003,0,0.9979292686171073,-4.2891016704997105,0.09554197135743196,0.020241861427705347,0.06599473797733903,0.06133684840742718
164,10,204,lr,0.004,0,0.9977921203235202,-4.076986377041256,0.09367044735135344,0.01965217804668931,0.06491398932340718,0.06033197988142471
165,10,204,lr,0.006,0,0.9976685644438965,-3.2269147661122353,0.09069506223686845,0.018934686192475667,0.06325333524384837,0.058758923765623285
166,10,204,lr,0.02,0,0.9968872328272739,0.175358941770137,0.11533194241389093,0.018177785064550006,0.07603468819378562,0.07561169168039807
167,10,204,lr,0.03,0,0.9962103133100687,0.8822619997122576,0.1473227305853798,0.03288629405135513,0.09396838833310879,0.09943846871869454
168,10,150,rr,0.002,0,0.9999675124989192,-0.7429038612651432,4.765175213447448,30.43431584138644,1.763636071386272,3.3599157157493127
169,10,150,rr,0.003,0,0.999951426736048,-0.7103704330922817,4.591215344200699,29.036704931033885,1.7480454096061415,4.305566237969487
170,10,150,rr,0.004,0,0.9999347071992003,-0.6958343633139507,4.48012255362061,28.224305047131594,1.7382312763602765,14.653572239199418
171,10,150,rr,0.006,0,0.9999012287747987,-0.6811285906419954,4.342478647688375,27.32310290917376,1.7113136430666793,6.99639740713
172,10,150,rr,0.02,0,0.9997150879334787,-0.5210284051047824,4.097478149784622,26.23168853000347,1.5992491638269686,4.755500216581457
173,10,150,rr,0.03,0,0.9996200773698121,-0.3983499687257089,4.072437987750858,26.305605405395685,1.566907938575963,4.73453603430859
174,10,159,rr,0.002,0,0.9999582286737646,-1.2238445102493765,1.4383144677571202,2.749097993336747,1.0502065601385686,12.893937084124127
175,10,159,rr,0.003,0,0.9999431906050108,-1.0770110181075785,1.3833859836218938,2.5787016806574012,1.0254503487049487,10.115783813493191
176,10,159,rr,0.004,0,0.9999291610895149,-0.9608257471823737,1.3472430379508513,2.460381689121107,1.0114723795457292,10.209915615073788
177,10,159,rr,0.006,0,0.9999039140231359,-0.7874117819946528,1.2983820417238636,2.300446079506177,0.9938033378583383,5.091826449350811
178,10,159,rr,0.02,0,0.9997864104971871,-0.290092941562665,1.1387304821263489,1.8928987206066246,0.9340221805289278,4.06869459133155
179,10,159,rr,0.03,0,0.999729307614606,-0.14665514401058766,1.0872088103189275,1.777572118490636,0.9108367284450227,5.038891141012583
180,10,168,rr,0.002,0,0.9991699547678025,0.6838098356267598,1.1868967890295612,2.1801577266169985,0.5349054212309304,0.945801436587613
181,10,168,rr,0.003,0,0.9991287912924923,0.597908985648847,0.988098690069561,1.5755892726437388,0.4245866872041022,0.6506501310740168
